,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10
246, Data scientist internal - Reserach project,"['Python (programming language)', 'RStudio', 'Microsoft Power BI', 'Talend Open Studio', 'Oracle SQL Developer', 'Microsoft Project']","['The main objective of my end-of-studies internship was to develop an intelligent solution to evaluate the conformity of sub-contractors.', '', '- First, we worked on extracing specific key information from each document using a variety of deep learning algorithms.', '- Second, we sorted to automate the classification process of each document.']",The main objective of my end-of-studies internship was to develop an intelligent solution to evaluate the conformity of sub-contractors.,,"- First, we worked on extracing specific key information from each document using a variety of deep learning algorithms.","- Second, we sorted to automate the classification process of each document.",,,,,,
247,Engineer QA,"['Data analytics', 'Hadoop', 'Apache Spark', 'Java', 'Engineering', 'English']","['I worked with the Quality & Test team of the French company HEXAGONE SAS, to ensure the global', 'quality of the manufactured product (CAM), to test the manufacturing processes, to develop quality', 'tests and to define the criteria to which a test result must answer in collaboration with the developers', 'and the project managers']","I worked with the Quality & Test team of the French company HEXAGONE SAS, to ensure the global","quality of the manufactured product (CAM), to test the manufacturing processes, to develop quality",tests and to define the criteria to which a test result must answer in collaboration with the developers,and the project managers,,,,,,
248,Junior data scientist,"['Machine Learning', 'Python (Programming Language)', 'Data Science', 'Project Management', 'Object-Oriented Programming (OOP)', 'Web Development']",['unknown'],unknown,,,,,,,,,
249,Python Engineer,"['Machine Learning', 'Project Management', 'Telecommunications Engineering', 'Telecommunications', 'Big data', 'Deep learning']",['unknown'],unknown,,,,,,,,,
250,Data Scientist,"['Machine Learning', 'Deep Learning', 'Natural Language Processing (NLP)', 'Business Intelligence (BI)', 'Microsoft Power BI', 'Recurrent Neural Networks (RNN)']",['Build an application to readily extract information from balance sheets using optical character recognition (OCR) leading to lowering agents的 work time by ~10 minutes per sheet.'],Build an application to readily extract information from balance sheets using optical character recognition (OCR) leading to lowering agents的 work time by ~10 minutes per sheet.,,,,,,,,,
251,Data Engineer Trainee,"['OpenCV', 'Django REST Framework', 'FaceNet', 'YOLO', 'CNN', 'NLP']","['• Creating a real time insights visualization dashboards for a pharmaceutic company to monitor the critical parameters of her machines, general intelligent, anomaly scores and alarms to anticipate problems and reduce human supervision.', '• Deploying the solution in different Azure VMs using Ansible.']","• Creating a real time insights visualization dashboards for a pharmaceutic company to monitor the critical parameters of her machines, general intelligent, anomaly scores and alarms to anticipate problems and reduce human supervision.",• Deploying the solution in different Azure VMs using Ansible.,,,,,,,,
252,Senior Consultant,"['Problem Solving', 'Conflict Management', 'Communication', 'TensorFlow', 'Analytical Skills', 'Data Science']",['Skills: Problem Solving · Communication · Analytic Skills'],Skills: Problem Solving · Communication · Analytic Skills,,,,,,,,,
253,Machine Learning Operations intern ,"['MLOps', 'Amazon Web Services (AWS)', 'Statistical Data Analysis', 'Data Science', 'Data Management', 'Data preprocessing']",['Skills: MLOps · Amazon Web Services (AWS) · Python (Programming Language) · Machine Learning'],Skills: MLOps · Amazon Web Services (AWS) · Python (Programming Language) · Machine Learning,,,,,,,,,
254,PhD student,"['Machine Learning', 'Deep Learning', 'Python', 'Data Mining', 'Business Intelligence', 'Statistics']",['unknown'],unknown,,,,,,,,,
255,Lead Data Scientist,"['Computer Science', 'Data Science', 'English', 'Machine Learning', 'Deep Learning', 'TensorFlow']",['unknown'],unknown,,,,,,,,,
256,Full stack data engineer,"['R', 'pandas', 'cloudera', 'SQL', 'MySQL', 'keras']",['unknown'],unknown,,,,,,,,,
257,Data Scientist,"['Python', 'Machine Learning', 'Amazon Web Services (AWS)', 'Natural Language Processing (NLP)', 'Statistical Data Analysis', 'Data Analysis']",['Skills: Python · Machine Learning · Amazon Web Services (AWS) · Natural Language Processing (NLP) · Apache Spark'],Skills: Python · Machine Learning · Amazon Web Services (AWS) · Natural Language Processing (NLP) · Apache Spark,,,,,,,,,
258,Data Scientist,"['Python (Programming Language)', 'Organization Skills', 'Team Leadership', 'Microsoft Office', 'Dataiku DSS', 'Teamwork']","['- Exploring methods to handle imbalanced data', '- Tuning hyperparameters of XGBoost Classify using hyperopt', '- Exploring Imputation techniques ', '- Refactoring code: using Pydantic library instead of dataclass... ', '- Creating workflow using docker and apache-airflow']",- Exploring methods to handle imbalanced data,- Tuning hyperparameters of XGBoost Classify using hyperopt,- Exploring Imputation techniques ,- Refactoring code: using Pydantic library instead of dataclass... ,- Creating workflow using docker and apache-airflow,,,,,
259,Software Developer,"['Research', 'JavaScript', 'Software Development', 'Front-End Development', 'Full-Stack Development', 'Multilingual']",['unknown'],unknown,,,,,,,,,
260,Retail Consultant/ Data Engineer,"['Microsoft Office', 'Microsoft Power BI', 'Microsoft PowerPoint', 'SQL', 'Python', 'Teamwork']",['unknown'],unknown,,,,,,,,,
261,Developer/Developer of operating solutions/ Data Scientist,"['Python', 'Java', 'Angular', 'C++', 'SQL', 'Oracle Database']",['unknown'],unknown,,,,,,,,,
262,Consultant MS Dynamics NAV/BC,"['IBM Watson', 'Hadoop', 'SQL No', 'Apache Storm', 'Apache Spark', 'Microsoft BI Suite']",['unknown'],unknown,,,,,,,,,
263,Data Analyst,"['Analytical Skills', 'Mathematics', 'Python (Programming Language)', 'Data Analysis', 'Oracle Database', 'Java']",['unknown'],unknown,,,,,,,,,
264,Data consultant,"['Machine Learning', 'Big Data', 'Data mining', 'Python', 'Deep learning', 'Time series']",['unknown'],unknown,,,,,,,,,
265,Data Scientist,"['Machine Learning', 'SQL', 'Artificial Intelligence (AI)', 'Java', 'Data Analysis', 'Financial Analysis']",['unknown'],unknown,,,,,,,,,
266,Machine Learning Engineer,"['Python', 'Machine Learning', 'Natural Language Processing (NLP)', 'SAS programming', 'Project management', 'C++']",['unknown'],unknown,,,,,,,,,
267,Blogger,"['Python', 'machine learning', 'R', 'Machine Learning', 'Java', 'C++']","['A blog about AI, Machine Learning, and practical topics.', 'https://jouini-ghada1.medium.com/']","A blog about AI, Machine Learning, and practical topics.",https://jouini-ghada1.medium.com/,,,,,,,,
268,SAP BI Support Engineer,"['Java', 'MySQL', 'Machine Learning', 'Deep Learning', 'Symfony', 'Python (Programming Language)']",['Skills: SAP BI'],Skills: SAP BI,,,,,,,,,
269,SAP Retail functional consultant ,"['SAP S/4HANA', 'Machine learning', 'Business Intelligence (BI)', 'Big Data', 'Artificial Intelligence', 'Deep Learning']",['unknown'],unknown,,,,,,,,,
270,Cost Engineer and Consulting,"['Microsoft Excel', 'Python (programming language)', 'Automatic learning', 'Study of time series', 'RNN', 'Pandas (software)']","['Develop a unique benchmarking solution that helps customers find the best compromise between technology and cost priorities, supporting projects through the product life cycle, from concept development to optimization serial costs.']","Develop a unique benchmarking solution that helps customers find the best compromise between technology and cost priorities, supporting projects through the product life cycle, from concept development to optimization serial costs.",,,,,,,,,
271,Data Engineer,"['Machine Learning', 'Deep Learning', 'Artificial Intelligence', 'Data Analysis', 'Business Intelligence (BI)', 'Computer Vision']",['Data Engineer part of the food catalog team'],Data Engineer part of the food catalog team,,,,,,,,,
272,BIG DATA & KUBERNETES TECHNICAL SOLUTION ARCHITECT,"['Big data', 'Hadoop', 'Apache Spark', 'Java', 'Machine Learning', 'Cloud']","['•Directly engage with customers to design and implement solutions including designing architectures and implementing solutions ', '•Design solution and technical design documentation ', '•Provides feedback to the Product management team', '•Help customers migrate and/or build workloads towards production in the Ezmeral container Platform', '•Install & configure Ezmeral Container platform ', '•Install & configure Ezmeral Data fabric ', '•Estimate load and build customer needs ', '•Organize Calls, meetings and workshops ', '•Guide customers - technical architecture and investments', '•AI/BIG Data uses cases implementation (including GPU) on Kubernetes environment ', '•Work with Sales team to identify the right solution for customer need and response to customer request for proposal ', '', '•Technologies: Kubernetes, Docker, HPE EZMERAL container platform, HPE Ezmeral data fabric(ex MAPR), Spar on Kubernetes (spark Operator), ML-OPS, Hive, Drill, AWS, HPE Ezmeral Data Fabric Database, HPE Ezmeral Data Fabric Event Data Streams, Kubeflow, ArgoCD, GIT, TensorFlow, Seldon IO, MinIO, Grafana, Prometheus, Kibana']",•Directly engage with customers to design and implement solutions including designing architectures and implementing solutions ,•Design solution and technical design documentation ,•Provides feedback to the Product management team,•Help customers migrate and/or build workloads towards production in the Ezmeral container Platform,•Install & configure Ezmeral Container platform ,•Install & configure Ezmeral Data fabric ,•Estimate load and build customer needs ,"•Organize Calls, meetings and workshops ",•Guide customers - technical architecture and investments,•AI/BIG Data uses cases implementation (including GPU) on Kubernetes environment 
273,Data Engineer,"['Data Cleaning', 'Data Visualization', 'Business Intelligence', 'Big Data', 'Data Science', 'python']",['unknown'],unknown,,,,,,,,,
274,Atlassian consultant,"['Agile Project Management', 'Jira', 'Confluence', 'Python (Programming Language)', 'Agile Methodologies', 'Communication']",['Skills: Agile Project Management · Jira · Confluence · Agile Methodologies'],Skills: Agile Project Management · Jira · Confluence · Agile Methodologies,,,,,,,,,
275,Software Engineer,"['Scrum', 'Databases', 'Jira', 'Linux', 'Data Science', 'Deep Learning']","['• Analyze and elaborate requirements specifications for customers ‘requests.', '• Design and implementation of new functions.', '• Perform unit tests.', '• Support and functional support.', 'Keywords: Python, JAVA, PL/SQL, SCRUM, Shell Scripting, JIRA,UBIX']",• Analyze and elaborate requirements specifications for customers ‘requests.,• Design and implementation of new functions.,• Perform unit tests.,• Support and functional support.,"Keywords: Python, JAVA, PL/SQL, SCRUM, Shell Scripting, JIRA,UBIX",,,,,
276,Data Engineering Internal,"['SQL', 'Java', 'JavaScript', 'Python', 'C', 'C++']","['Analyzed and integrated complex data sources. (e.g. OpenData', 'portals, UNODC)', 'Build reliable data pipelines to move data from the web to our', 'infrastructure and Deploy it.', 'Cleaned and transformed datasets to be used directly for data', 'Driven projects.', 'KEYWORDS: Python, Pandas, SQL, BeautifulSoup, Docker and', 'Kubernetes.']",Analyzed and integrated complex data sources. (e.g. OpenData,"portals, UNODC)",Build reliable data pipelines to move data from the web to our,infrastructure and Deploy it.,Cleaned and transformed datasets to be used directly for data,Driven projects.,"KEYWORDS: Python, Pandas, SQL, BeautifulSoup, Docker and",Kubernetes.,,
277,Data Architect,"['Business Intelligence', 'Microsoft Power BI', 'Data Analysis', 'Consulting', 'Business Analysis', 'Project Management']","['# Context', 'Continuous optimization of the Data Global model for the Healthcare Data Warehouse.', 'Analysis, Conception and integration of the data sources into a new model.', '', '# Activities', '* Analysis of the existing Data models, Data Sources, and Data flow. ', '* Understanding of the different business processes and the business requirements for each entity and the interaction between different entities and different applications on the Data layer and the reporting layer', '* Detecting the issue within the existance models and offer alternatives to improve the performance and the data quality within the new models. ', '* Planning and estimates for the Data Team within the different project phases. ', '* Modeling (Entity Relationship Models, Conceptual Data Models, Logical Data Models)', '* Mapping and Documentation of Data Warehouse Componenets ', '* Work with the Data Architecture Team to look in different strategies for future business needs.', '', '# Environment', 'Data Modeling (Erwin, Kimball), Data Marts, Functional Architecture, MS Azure, SQL Server, SAS']",# Context,Continuous optimization of the Data Global model for the Healthcare Data Warehouse.,"Analysis, Conception and integration of the data sources into a new model.",,# Activities,"* Analysis of the existing Data models, Data Sources, and Data flow. ",* Understanding of the different business processes and the business requirements for each entity and the interaction between different entities and different applications on the Data layer and the reporting layer,* Detecting the issue within the existance models and offer alternatives to improve the performance and the data quality within the new models. ,* Planning and estimates for the Data Team within the different project phases. ,"* Modeling (Entity Relationship Models, Conceptual Data Models, Logical Data Models)"
278, LoRa/LoRaWAN Engineer,"['Statistics', 'Wireless engineering', 'Data visualization', 'Statistical modelling', 'Data partitioning', 'Data engineering']","['- Configuration of LoRa® device', '- Provisioning and analysis of device operation on Live Objects.', '- Data collection via portal mode, via API mode and data routing on a server via http Push and MQTT protocols.']",- Configuration of LoRa® device,- Provisioning and analysis of device operation on Live Objects.,"- Data collection via portal mode, via API mode and data routing on a server via http Push and MQTT protocols.",,,,,,,
279,Pega Consultant,"['Pega', 'Big Data', 'Machine learning', 'Decision-making informatics', 'Scrum', 'Project management']","['Customer: Zatca, ', 'Role: PEGA SSA,', 'Duration: 6 months,', 'Rental: KSA,', 'Environment: Pega V8.3', 'Description:', ""The main objective of the mission: development, optimization and support work according to the customer's specifications."", 'Responsibilities and contributions:', '● Identity and model processes life cycles using flows and flows actions.', ""● Apply Pega's principals and implementation Backend rules: Activities, Data transformations, When rules..."", '● Create Data and work classes.', '● Design portals and implementation their matching user interfaces.', '● Optimize and develop Sections using different types of layouts.', '', 'Key Words: flow, flow actions, Activities, Data transforms, When rules, Data and work classes, portals, Sections, Layouts']","Customer: Zatca, ","Role: PEGA SSA,","Duration: 6 months,","Rental: KSA,",Environment: Pega V8.3,Description:,"The main objective of the mission: development, optimization and support work according to the customer's specifications.",Responsibilities and contributions:,● Identity and model processes life cycles using flows and flows actions.,"● Apply Pega's principals and implementation Backend rules: Activities, Data transformations, When rules..."
280,Technical Analyst,"['React.js', 'Express.js', 'Google Maps API', 'Redux.js', 'Node.js', 'Chrome Developer Tools']","['Project: design and implantion of fullstack application for real estate renting using google maps service with controllable radius centered at the user', 'Team: 3 people.', 'Tasks:', '▪ Identifying technical requirements and conceptual design to create day-to-day Tasks.', '▪ Scrum-master and team framework.', '▪ Code review and code rest management.', '▪ FrontEnd and BackEnd development:', 'o Javascrip modules, templates, routers and components.', 'o Models, routers and middlewares.', 'o Data migration.', '▪ Functional test and Unit receipt.', '▪ Writing documentation.', 'Environment:', '• Techno & Languages: JS ES6, HTML, CSS.', '• Supporting Libraries: Bootstrap, Google Maps API, ExpressJS, Redux', '• Servers & Source Code Management: nodeJS, Git, NPM', '• IDE & Tools: VSCode, Chrome dev, Postman, Redux DevTools', '• DB: MongoDB']",Project: design and implantion of fullstack application for real estate renting using google maps service with controllable radius centered at the user,Team: 3 people.,Tasks:,▪ Identifying technical requirements and conceptual design to create day-to-day Tasks.,▪ Scrum-master and team framework.,▪ Code review and code rest management.,▪ FrontEnd and BackEnd development:,"o Javascrip modules, templates, routers and components.","o Models, routers and middlewares.",o Data migration.
281,AI Analyst,"['Data Science', 'machine learning', 'Deep learning', 'Computer Vision', 'Data Mining', 'Big Data']",['unknown'],unknown,,,,,,,,,
282,Data Scientist,"['Python (Programming Language)', 'Table', 'Machine Learning', 'marketing', 'Project Management', 'Brand Management']",['unknown'],unknown,,,,,,,,,
283,Integration Engineer,"['Big Data', 'Business intelligence', 'Data Mining', 'Python (Programming Language)', 'Data Analysis', 'Data Warehousing']",['unknown'],unknown,,,,,,,,,
284,Full Stack Developer,"['Full-Stack Development', 'Data Science', 'SQL', 'Machine learning', 'Data Analysis', 'Business Intelligence']",['unknown'],unknown,,,,,,,,,
285,Senior Data Scientist,"['Data Science', 'Machine Learning', 'Deep Learning', 'Statistics', 'Artificial Intelligence (AI)', 'Navy']",['unknown'],unknown,,,,,,,,,
286,Data consultant,"['Data mining', 'BI', 'Corporate finance', 'java', 'time series', 'Symfony']",['unknown'],unknown,,,,,,,,,
287,Technical Consultant,"['MySQL', 'Java', 'python', 'C', 'C++', 'C#']","['Developed specific ERP solutions and modules in progress QAD', 'Developed back-end services', 'Database administration and data migration', 'Developed Business intelligence solutions in SQL/ Power BI']",Developed specific ERP solutions and modules in progress QAD,Developed back-end services,Database administration and data migration,Developed Business intelligence solutions in SQL/ Power BI,,,,,,
288,Data Scientist,"['Business Intelligence', 'Data Mining', 'R', 'Big data', 'Decision-making informatics', 'ETL']",['Mobile Networks - Supply Chain Digitalization & Architecture'],Mobile Networks - Supply Chain Digitalization & Architecture,,,,,,,,,
289,Businnes intelligence consultant ,"['Analytical', 'Data analysis', 'Python', 'Decision-making informatics', 'Finance', 'R']","['Project: Mobile application E-Polycor for POLYCOR.INC (QUEBEC).', '', 'Tasks:', '-Development of a complete decision-making chain according to the Top-down process (Staging > ODS > DWH > DTM).', '- Development of SSIS flows.', '-Restitution of data via reports developed with PowerBI.', '-Recipe of developments and conduct of change with users.', '-Documentation.', ' -Project management using Azure Devops (VTS)', ' Technical Environment: SSIS, SSMS, POWER BI, DAX, T-SQL']",Project: Mobile application E-Polycor for POLYCOR.INC (QUEBEC).,,Tasks:,-Development of a complete decision-making chain according to the Top-down process (Staging > ODS > DWH > DTM).,- Development of SSIS flows.,-Restitution of data via reports developed with PowerBI.,-Recipe of developments and conduct of change with users.,-Documentation., -Project management using Azure Devops (VTS)," Technical Environment: SSIS, SSMS, POWER BI, DAX, T-SQL"
290,Senior Full Stack Web Developer,"['Java', 'MySQL', 'JavaScript', 'Angularjs', 'NodeJS', 'PHP']",['unknown'],unknown,,,,,,,,,
291,Python Backend Developer,"['MongoDB', 'SQLAlchemy', 'Unit Testing', 'Flask', 'MySQL', 'R (Programming Language)']","['Prediko is an inventory optimization platform for ecommerce brands. We的re helping companies forecast their inventory needs to eliminate stock outs and excess inventory. We are backed up by Techstars and founders of Klarna, Checkout, and Nuxe.']","Prediko is an inventory optimization platform for ecommerce brands. We的re helping companies forecast their inventory needs to eliminate stock outs and excess inventory. We are backed up by Techstars and founders of Klarna, Checkout, and Nuxe.",,,,,,,,,
292,Data Scientist,"['Software Engineering Practices', 'Computer Science', 'Automated Software Testing', 'Software Testing', 'Learnable Evolutionary Algorithms', 'Simulations']",['unknown'],unknown,,,,,,,,,
293,Data Scientist,"['Modeling', 'Natural Language Processing (NLP)', 'Microsoft Excel', 'Objection Handling', 'Sales', 'Materials Science']",['Skills: Modeling · Natural Language Processing (NLP) · Machine Learning · Python (Programming Language)'],Skills: Modeling · Natural Language Processing (NLP) · Machine Learning · Python (Programming Language),,,,,,,,,
294, Data Scientist,"['Artificial intelligence', 'Data science', 'Cloud Computing', 'Deep learning', 'machine learning', 'unknown']","['• Automatic every step of machine learning to increase and improve Artificial intelligence solutions.', ""• I suggested using a Stable Diffusion model for image generation to sell it in the company's NFTs collection, which enhanced collection quantity and quality.""]",• Automatic every step of machine learning to increase and improve Artificial intelligence solutions.,"• I suggested using a Stable Diffusion model for image generation to sell it in the company's NFTs collection, which enhanced collection quantity and quality.",,,,,,,,
295,Web Manager,"['deepstream', 'Natural Language Toolkit (NLTK)', 'Keras', 'TensorFlow', 'Decision-making informatics', 'Deep learning']",['Skills: Web development'],Skills: Web development,,,,,,,,,
296,Insurance Underwriter ( P&C Insurance ),"['Decision-Making', 'Details orientated', 'Underwriting', 'Insurance', 'Property and Casualty Insurance', 'Logical Reasoning']",['Skills: Decision-Making · Detail oriented · Analytic Skills'],Skills: Decision-Making · Detail oriented · Analytic Skills,,,,,,,,,
297,Data Scientist,"['Machine Learning', 'Python (Programming Language)', 'Data Analysis', 'iOS Development', 'Project Management', 'Android Development']",['unknown'],unknown,,,,,,,,,
298,Digital Quality Engineer NLP ML,"['Python', 'Natural Language Processing', 'Machine Learning', 'Business Intelligence', 'Data Mining', 'Data Modeling']","['Context: The vision of the Q&C organization requires raising emerging technologies in order to drive improved customer outcomes.', 'Activities:', '- Drive the Q&C organization to build, execute and scale NLP projects in line with E2E digital strategy. ', '- Managing a portfolio of NLP & AI projects delivering business value, including scaling projects into operations (MLOPS).', '- Educate the Q&C organization on the possibilities of NLP.']",Context: The vision of the Q&C organization requires raising emerging technologies in order to drive improved customer outcomes.,Activities:,"- Drive the Q&C organization to build, execute and scale NLP projects in line with E2E digital strategy. ","- Managing a portfolio of NLP & AI projects delivering business value, including scaling projects into operations (MLOPS).",- Educate the Q&C organization on the possibilities of NLP.,,,,,
299,Full Stack Consultant,"['Java', 'Python', 'Big Data', 'Agile methods', 'Software development', 'Data analysis']",['unknown'],unknown,,,,,,,,,
300,Data Scientist,"['Teamwork', 'IT skills', 'Analysis', 'Mathematics', 'Statistics', 'Analytical Skills']",['unknown'],unknown,,,,,,,,,
301,Machine Learning Specialist,"['Clustering', 'Supervised Learning', 'Classification', 'Predictive Modeling', 'MySQL', 'PostgreSQL']",['Skills: Natural Language Processing (NLP) · Python web · Data Science · Machine Learning · Deep Learning · Recommender Systems'],Skills: Natural Language Processing (NLP) · Python web · Data Science · Machine Learning · Deep Learning · Recommender Systems,,,,,,,,,
302,Senior Data Scientist,"['Python (Programmiersprache)', 'Data Science', 'Projektmanagement', 'Motor industry', 'Big Data', 'Prozessmanagement']","['- Analyzing of real car data', '- Creating machine learning models for prevention of the vehicle state']",- Analyzing of real car data,- Creating machine learning models for prevention of the vehicle state,,,,,,,,
303,Python Engineer,"['Data Science', 'Mathematics', 'IT developer', 'Project management', 'Strategic planning', 'Computer Science']",['unknown'],unknown,,,,,,,,,
304,Senior Data Scientist,"['Physics', 'Science', 'LaTeX', 'Astrophysics', 'Python', 'Research']",['unknown'],unknown,,,,,,,,,
305,Data Scientist,"['Optimal control', 'Common differential equities', 'Julia', 'Research', 'Study of time series', 'Python (programming language)']",['unknown'],unknown,,,,,,,,,
306,Data Scientist,"['Google Analytics', 'Management', 'Machine Learning', 'Software Development', 'Deep Learning', 'Object-Oriented Programming (OOP)']",['unknown'],unknown,,,,,,,,,
307,Engineer - Researcher,"['Matlab', 'C', 'C++', 'Programming', 'Simulations', 'Microcontrollers']","['Engineer - Researcher, Speciality : Applied Mathematics/ Computer Science/Control Theory.']","Engineer - Researcher, Speciality : Applied Mathematics/ Computer Science/Control Theory.",,,,,,,,,
308, Power Platform Developer,"['Decision-making informatics', 'Python', 'C', 'Big Data', 'Talend', 'Data Warehouse']",['unknown'],unknown,,,,,,,,,
309,Associate Python Developer,"['Jenkins', 'Amazon Web Services (AWS)', 'Python (Programming Language)', 'JavaScript', 'C (Programming Language)', 'Linux System Administration']","['Working for the fastest growing top tier consulting, IT services & BPS company.', ""Working as a consultant to the company's clients""]","Working for the fastest growing top tier consulting, IT services & BPS company.",Working as a consultant to the company's clients,,,,,,,,
310,Head of Recommendations,"['sql', 'Python', 'Analiza danych biznesowych', 'Marketing Research', 'Marketing', 'Marketing Communications']",['unknown'],unknown,,,,,,,,,
311,Deployment Strategist,"['Python', 'SQL', 'Machine Learning', 'Statistical Data Analysis', 'Current Science', 'Mergers & Acquisitions']",['unknown'],unknown,,,,,,,,,
312,Business Intelligence Developer,"['SQL Server Integration Services (SSIS)', 'SQL Server Management Studio', 'SQL', 'Spring Boot', 'Angular', 'Data analysis']",['unknown'],unknown,,,,,,,,,
313,Internal Business Intelligence ,"['Redmine', 'Microsoft Power BI', 'Talend Open Studio', 'R', 'Big data', 'Deep learning']","['Design and implementation of dashboards to analyse the RUN MEDIANET SERVICE activity:', '> Dashboard with plots, charts, filters about the project, tickets and their managers.', '> Follow-up of the status of a task(Ticket) and its deadlines.', '> Team performance monitoring and the advancement of the sprint.', '> Advancement of the sprint.', '> Generation of business production plans.', '> Identification of project monitoring indicators (PPIs).']",Design and implementation of dashboards to analyse the RUN MEDIANET SERVICE activity:,"> Dashboard with plots, charts, filters about the project, tickets and their managers.",> Follow-up of the status of a task(Ticket) and its deadlines.,> Team performance monitoring and the advancement of the sprint.,> Advancement of the sprint.,> Generation of business production plans.,> Identification of project monitoring indicators (PPIs).,,,
314,Business Intelligence Trainee,"['Extract, Transform, Load (ETL)', 'Leadership', 'Engineering', 'Project management', 'RStudio', '.NET Core']","['Skills: Extract, Transform, Load (ETL) · Microsoft Power BI']","Skills: Extract, Transform, Load (ETL) · Microsoft Power BI",,,,,,,,,
315,Internship in engineering,"['Machine learning algorithms', 'PostgreSQL', 'Python (programming language)', 'Project management', 'Java', '.NET framework']",['unknown'],unknown,,,,,,,,,
316,Development of a partner portal,"['E-commerce', 'Digital marketing', 'Decision-making informatics', 'Teamwork', 'Project management', 'Customer Relationship Management (CRM)']","['CRM', 'Dynamic 365', 'Power BI']",CRM,Dynamic 365,Power BI,,,,,,,
319,Data Analyst,"['Power BI', 'Talend', 'Python', 'Extract, transform, load (ETL)', 'Data analysis', 'SQL Server Integration Services (SSIS)']",['unknown'],unknown,,,,,,,,,
320,Business Intelligence Developer,"['Microsoft Power BI', 'Python (programming language)', 'R (programming language)', 'Spring Boot', '.NET framework', 'Project management']","['Development of a BI solution to help detect fraud in health insurance using power bi for reporting and data analysis.', 'this solution based on 3 steps:', '1/Data prepertion: data clearing with Python and R', '2/Elaborate the modelling phase', '3/Creating a predictive model']",Development of a BI solution to help detect fraud in health insurance using power bi for reporting and data analysis.,this solution based on 3 steps:,1/Data prepertion: data clearing with Python and R,2/Elaborate the modelling phase,3/Creating a predictive model,,,,,
321,Teacher trainer ,"['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']",['unknown'],unknown,,,,,,,,,
323,BI Consultant,"['Java', 'C', 'JavaScript', 'Talend Open Studio', 'Power BI', 'Data analysis']",['unknown'],unknown,,,,,,,,,
324,Business Intelligence Internal,"['Telecommunications', 'Microsoft Word', 'Strategic planning', 'Business intelligence', 'Big data', 'Data analysis']",['unknown'],unknown,,,,,,,,,
325,web3 developer,"['PHP', 'HTML5', 'JavaScript', 'HTML', 'Node.js', 'Laravel']","[""I'm currently a we3 developer at Lightency.""]",I'm currently a we3 developer at Lightency.,,,,,,,,,
326,Trainee ,"['PostgreSQL', 'Talend', 'Microsoft Power BI', 'unknown', 'unknown', 'unknown']",['PFE course'],PFE course,,,,,,,,,
327,Business Intelligence Engineer,"['Data Analytics', 'Gaming', 'python', 'Microsoft Power BI', 'Microsoft Excel', 'Google Analytics']",['unknown'],unknown,,,,,,,,,
328,Decision-making intelligence developer,"['Analytical', 'Microsoft Power BI', 'SQL', 'Decision-making informatics', 'SQL Server Integration Services (SSIS)', 'Microsoft BI Suite']",['Developer in decision-making computing '],Developer in decision-making computing ,,,,,,,,,
330,Business Intelligence Internal,"['DevOps', 'Angular', 'Spring Boot', 'Microsoft Power BI', 'Business Intelligence (BI)', 'Big Data']",['Skills: Business Intelligence (BI) · Web Development · SQL Server Integration Services (SSIS)'],Skills: Business Intelligence (BI) · Web Development · SQL Server Integration Services (SSIS),,,,,,,,,
331,Consultant Business Intelligence ,"['Big Data', 'Data analysis', 'python', 'Agile methods', 'Shell Script', 'Scrum']","['Consultant Business intelligence ', 'Qlik Sense, Qlik View, MSBI, Talend']",Consultant Business intelligence ,"Qlik Sense, Qlik View, MSBI, Talend",,,,,,,,
332,Co-founder & CEO ,"['Scrum', 'Oracle SQL Developer', 'Database design', 'Apache Kafka', 'SQL', 'SQL Server Management Studio']",['unknown'],unknown,,,,,,,,,
334,Student ,"['Finance', 'Financial analysis', 'FinTech', 'Emotional intelligence', 'Non-profit organizations', 'unknown']",['unknown'],unknown,,,,,,,,,
335,ERP-BI Internal at Adwya,"['ERP', 'SQL Server Integration Services (SSIS)', 'Hadoop', 'MapReduce', 'Spring Boot', 'Microsoft Power BI']",['Study and Administration of The ERP SageX3'],Study and Administration of The ERP SageX3,,,,,,,,,
336,Business Intelligence Internal,"['Machine Learning', 'Artificial Intelligence (AI)', 'Java', 'Python (Programming Language)', 'Database Management System (DBMS)', 'C (Programming Language)']",['Skills: Microsoft Excel'],Skills: Microsoft Excel,,,,,,,,,
337,ERP-BI internal,"['Java', 'Music', 'Decision-making informatics', 'Self-confidence', 'Control of anger', 'Psychology of counsel']",['unknown'],unknown,,,,,,,,,
338,Business Intelligence Developer,"['Extract, Transform, Load (ETL)', 'SQL', 'Microsoft Power Query', 'powerbi', 'Oracle SQL Developer', 'Microsoft SQL Server']",['unknown'],unknown,,,,,,,,,
339,Mobile Application Developer,"['Native reaction', 'Microsoft Office', 'Unified Modeling Language (UML)', 'Scrum', 'Communication', 'Teamwork']","['-Development of a mobile application ""Slot-Machine""', '-(React-native / Web) ', '-Directed according to the SCRUM methodology', '-Diagram class', '-Backlog']","-Development of a mobile application ""Slot-Machine""",-(React-native / Web) ,-Directed according to the SCRUM methodology,-Diagram class,-Backlog,,,,,
340,Business Intelligence Engineer,"['Java', 'Web applications', 'Business', 'Postman API', 'Spring Boot', 'C#']",['unknown'],unknown,,,,,,,,,
